toxicity,positive,negative,neutral
positive,0.4908004403114319,0.37731054425239563,0.1318889707326889
negative,0.06250616163015366,0.711297333240509,0.22619648277759552
negative,0.10024458169937134,0.6819623708724976,0.2177930474281311
negative,0.10928989201784134,0.7313370108604431,0.15937305986881256
negative,0.27079150080680847,0.6017428636550903,0.1274656057357788
negative,0.36937475204467773,0.41263723373413086,0.217988058924675
negative,0.35593125224113464,0.42801928520202637,0.2160494476556778
negative,0.0702759176492691,0.8675763607025146,0.06214771419763565
negative,0.1883324235677719,0.6366882920265198,0.17497925460338593
negative,0.08455073088407516,0.732730507850647,0.18271872401237488
negative,0.11555960029363632,0.8168147206306458,0.06762566417455673
negative,0.1184903159737587,0.7781727313995361,0.10333694517612457
positive,0.4863552153110504,0.3544922173023224,0.1591525822877884
negative,0.3651367723941803,0.520829975605011,0.1140332743525505
negative,0.030239157378673553,0.8993162512779236,0.07044462859630585
negative,0.2852332592010498,0.6312187910079956,0.08354796469211578
negative,0.14581799507141113,0.7186351418495178,0.13554684817790985
negative,0.03895322233438492,0.9122082591056824,0.04883846640586853
negative,0.03693954646587372,0.9053665995597839,0.05769386142492294
negative,0.06834656000137329,0.7721526026725769,0.15950080752372742
negative,0.26834729313850403,0.6389321088790894,0.09272060543298721
negative,0.060136642307043076,0.8203943967819214,0.11946898698806763
negative,0.10684219747781754,0.6526895761489868,0.24046823382377625
negative,0.06301579624414444,0.7771450877189636,0.15983907878398895
negative,0.38043633103370667,0.4345163404941559,0.18504735827445984
negative,0.19473829865455627,0.6747684478759766,0.13049322366714478
negative,0.3860820233821869,0.43530696630477905,0.17861104011535645
negative,0.13171225786209106,0.6378743052482605,0.23041342198848724
negative,0.2174203246831894,0.6376822590827942,0.14489740133285522
neutral,0.12508255243301392,0.2250288873910904,0.6498885750770569
negative,0.2678467631340027,0.6381497979164124,0.09400342404842377
negative,0.17971889674663544,0.6265384554862976,0.19374264776706696
negative,0.24362269043922424,0.6637061238288879,0.0926712229847908
negative,0.16323356330394745,0.4962254464626312,0.34054097533226013
negative,0.22056549787521362,0.710383415222168,0.06905112415552139
positive,0.5361146330833435,0.3341977000236511,0.12968772649765015
negative,0.3536127209663391,0.4789610505104065,0.16742625832557678
positive,0.4306090474128723,0.31488287448883057,0.2545081079006195
negative,0.1383540779352188,0.815934956073761,0.045710958540439606
negative,0.15201573073863983,0.7789216637611389,0.06906258314847946
negative,0.24143552780151367,0.6506683826446533,0.1078961119055748
positive,0.564882218837738,0.3230374753475189,0.11208030581474304
negative,0.24216583371162415,0.5731294751167297,0.18470469117164612
negative,0.27042248845100403,0.6050698161125183,0.12450766563415527
negative,0.057105496525764465,0.7070651054382324,0.23582935333251953
negative,0.11445680260658264,0.7457699179649353,0.13977321982383728
negative,0.1171577200293541,0.7647992968559265,0.11804293096065521
negative,0.24168868362903595,0.6269470453262329,0.13136431574821472
negative,0.22888699173927307,0.6388506293296814,0.13226234912872314
negative,0.016045033931732178,0.9249403476715088,0.05901455134153366
negative,0.32964473962783813,0.523707389831543,0.14664790034294128
negative,0.1814558357000351,0.5979029536247253,0.22064119577407837
negative,0.3505864441394806,0.4693897068500519,0.18002383410930634
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.4374054968357086,0.33027195930480957,0.23232249915599823
positive,0.6427736878395081,0.23740004003047943,0.1198262944817543
negative,0.030277380719780922,0.902791440486908,0.06693121045827866
negative,0.2441716194152832,0.6337980031967163,0.12203042954206467
negative,0.1821008175611496,0.7094811201095581,0.10841809958219528
negative,0.02520279958844185,0.9432573914527893,0.031539805233478546
negative,0.14083218574523926,0.6833151578903198,0.17585262656211853
negative,0.2728288471698761,0.6304873824119568,0.0966838076710701
negative,0.20280702412128448,0.5468377470970154,0.25035518407821655
negative,0.13364514708518982,0.6180710792541504,0.2482837587594986
negative,0.08257217705249786,0.7985231876373291,0.11890468001365662
negative,0.23272627592086792,0.5616276860237122,0.20564602315425873
negative,0.09091302752494812,0.8356091976165771,0.07347773760557175
negative,0.14167669415473938,0.7408438324928284,0.11747947335243225
negative,0.09931809455156326,0.6760440468788147,0.22463785111904144
negative,0.10959520936012268,0.8328719735145569,0.057532865554094315
negative,0.0302109457552433,0.9093994498252869,0.06038953736424446
negative,0.11210509389638901,0.6709010601043701,0.21699385344982147
negative,0.03967149928212166,0.8550174832344055,0.1053110808134079
negative,0.08800458163022995,0.655463457107544,0.2565320134162903
positive,0.5105971693992615,0.2641564607620239,0.22524641454219818
negative,0.19010783731937408,0.7546107172966003,0.05528143048286438
negative,0.14892248809337616,0.7118502259254456,0.13922733068466187
negative,0.10764789581298828,0.6894922256469727,0.20285987854003906
positive,0.5105971693992615,0.2641564607620239,0.22524641454219818
negative,0.06180305406451225,0.7760009765625,0.16219601035118103
positive,0.531252920627594,0.24491919577121735,0.22382791340351105
positive,0.5493917465209961,0.2580442428588867,0.1925639510154724
positive,0.8891851305961609,0.03023715130984783,0.08057773858308792
negative,0.40339985489845276,0.41102394461631775,0.1855762004852295
positive,0.531195878982544,0.23774662613868713,0.2310575246810913
negative,0.13088113069534302,0.6481987833976746,0.22092008590698242
positive,0.5193512439727783,0.349501371383667,0.1311473697423935
negative,0.22858251631259918,0.39989206194877625,0.371525377035141
negative,0.20799526572227478,0.6374830007553101,0.15452174842357635
negative,0.13506101071834564,0.801226019859314,0.0637129694223404
positive,0.5376887321472168,0.2518845200538635,0.21042674779891968
positive,0.5299752354621887,0.2617807984352112,0.2082439661026001
negative,0.04620599374175072,0.8418201208114624,0.11197389662265778
negative,0.09133333712816238,0.7644757628440857,0.14419083297252655
negative,0.2811385691165924,0.572636067867279,0.14622533321380615
positive,0.6879860758781433,0.2173728346824646,0.09464110434055328
negative,0.04588071629405022,0.868000328540802,0.08611894398927689
positive,0.49735623598098755,0.33488255739212036,0.16776125133037567
negative,0.044743429869413376,0.8693321943283081,0.08592434972524643
negative,0.29837483167648315,0.3901175260543823,0.3115076422691345
negative,0.12675920128822327,0.6320356130599976,0.24120520055294037
positive,0.5396311283111572,0.3847344219684601,0.0756344422698021
negative,0.08598814904689789,0.7839628458023071,0.13004900515079498
negative,0.3306063115596771,0.5790172815322876,0.09037642180919647
positive,0.84908127784729,0.09610772877931595,0.054811008274555206
negative,0.36938273906707764,0.40137532353401184,0.22924195230007172
positive,0.5311957001686096,0.1779812127351761,0.2908230721950531
positive,0.3898299038410187,0.3892161548137665,0.22095397114753723
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.16935698688030243,0.7049989104270935,0.12564407289028168
negative,0.22195075452327728,0.5811163187026978,0.19693289697170258
negative,0.3170728087425232,0.5439358353614807,0.1389913111925125
negative,0.2715161442756653,0.556868314743042,0.17161555588245392
negative,0.29816076159477234,0.5231193900108337,0.17871986329555511
negative,0.17940592765808105,0.6115311980247498,0.2090628296136856
negative,0.06762584298849106,0.6032665967941284,0.3291075527667999
positive,0.5116849541664124,0.37704265117645264,0.1112724095582962
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.09459582716226578,0.7134007811546326,0.19200341403484344
negative,0.06902959197759628,0.81197589635849,0.11899450421333313
negative,0.16029173135757446,0.7225831747055054,0.11712505668401718
negative,0.08291512727737427,0.6335356831550598,0.28354915976524353
negative,0.11428230255842209,0.738904595375061,0.1468130648136139
negative,0.2531485855579376,0.4830954074859619,0.26375600695610046
negative,0.1157652884721756,0.7404679656028748,0.14376679062843323
negative,0.18073903024196625,0.7112430930137634,0.10801786184310913
negative,0.20908041298389435,0.6105870604515076,0.1803324818611145
negative,0.12001906335353851,0.6778974533081055,0.2020835280418396
negative,0.33379775285720825,0.4790416657924652,0.1871606409549713
negative,0.2588408291339874,0.3999027609825134,0.34125640988349915
negative,0.2597845792770386,0.5030800104141235,0.2371353656053543
negative,0.09756484627723694,0.5356566905975342,0.3667784631252289
negative,0.34103724360466003,0.5111066102981567,0.14785616099834442
negative,0.13892406225204468,0.7948945760726929,0.06618134677410126
negative,0.1311054676771164,0.6621816158294678,0.20671287178993225
negative,0.369724839925766,0.4205322861671448,0.20974287390708923
negative,0.2729438245296478,0.6523052453994751,0.07475093752145767
negative,0.3054121732711792,0.4961796700954437,0.19840820133686066
positive,0.4420553147792816,0.3540637195110321,0.20388096570968628
positive,0.36691370606422424,0.348010390996933,0.28507596254348755
negative,0.1332337111234665,0.7221340537071228,0.1446322351694107
positive,0.6639062166213989,0.2114517092704773,0.12464204430580139
negative,0.3061206340789795,0.5381521582603455,0.15572723746299744
positive,0.6719960570335388,0.2335037887096405,0.09450014680624008
negative,0.1799476444721222,0.5007784962654114,0.3192738890647888
negative,0.12101398408412933,0.604960024356842,0.27402594685554504
negative,0.178002268075943,0.441922664642334,0.38007503747940063
positive,0.7333558201789856,0.16567112505435944,0.10097304731607437
negative,0.3624056279659271,0.4736197888851166,0.1639745831489563
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.6018199324607849,0.2515420615673065,0.146637961268425
negative,0.17208226025104523,0.5840446949005127,0.24387302994728088
negative,0.1138044148683548,0.6502543687820435,0.23594124615192413
negative,0.12979838252067566,0.5433069467544556,0.32689470052719116
negative,0.08891084790229797,0.7794307470321655,0.13165834546089172
negative,0.26217368245124817,0.5676882863044739,0.17013804614543915
positive,0.5433522462844849,0.36534732580184937,0.09130043536424637
positive,0.43536457419395447,0.3679462969303131,0.19668909907341003
negative,0.17672638595104218,0.6697659492492676,0.15350766479969025
neutral,0.14767643809318542,0.190738245844841,0.6615853309631348
neutral,0.17893022298812866,0.27451303601264954,0.5465567708015442
positive,0.5578866600990295,0.33578115701675415,0.10633215308189392
positive,0.5439185500144958,0.2304546982049942,0.22562669217586517
positive,0.5562372207641602,0.3122163414955139,0.13154640793800354
negative,0.4074834883213043,0.4083670675754547,0.1841493844985962
neutral,0.1636693924665451,0.3613964915275574,0.47493410110473633
positive,0.5611910820007324,0.28553861379623413,0.15327028930187225
negative,0.2542823553085327,0.6410030126571655,0.10471467673778534
positive,0.5800065398216248,0.26467064023017883,0.1553228497505188
negative,0.14808844029903412,0.6906659007072449,0.16124562919139862
positive,0.6180984377861023,0.2479555904865265,0.13394595682621002
negative,0.0420958437025547,0.8934470415115356,0.06445714086294174
negative,0.053721774369478226,0.8139662742614746,0.13231198489665985
negative,0.11555585265159607,0.653597891330719,0.23084627091884613
negative,0.07300261408090591,0.856094479560852,0.07090291380882263
negative,0.048034969717264175,0.847295343875885,0.10466964542865753
negative,0.15988148748874664,0.657218873500824,0.1828995645046234
negative,0.08590160310268402,0.7973190546035767,0.1167793944478035
positive,0.38471636176109314,0.3794909119606018,0.23579274117946625
negative,0.04451632499694824,0.8628509640693665,0.0926327258348465
negative,0.05805809050798416,0.8560003042221069,0.08594156056642532
negative,0.08986186981201172,0.699362576007843,0.21077556908130646
negative,0.08536683768033981,0.7496195435523987,0.1650136113166809
negative,0.0652918741106987,0.7758628129959106,0.15884529054164886
negative,0.08924970775842667,0.7854506373405457,0.1252996325492859
negative,0.12803593277931213,0.738654375076294,0.1333097219467163
negative,0.0442771352827549,0.8464763164520264,0.10924652963876724
negative,0.057344112545251846,0.8650338649749756,0.07762205600738525
negative,0.10445606708526611,0.7775357961654663,0.11800812929868698
negative,0.09400779753923416,0.8294215798377991,0.07657059282064438
negative,0.08059407770633698,0.8259926438331604,0.09341324120759964
negative,0.037648193538188934,0.8989772200584412,0.06337454915046692
negative,0.21015669405460358,0.5561507940292358,0.23369257152080536
negative,0.045164138078689575,0.8727433085441589,0.0820925384759903
negative,0.22682082653045654,0.5565623044967651,0.2166168987751007
negative,0.16431133449077606,0.6896097660064697,0.1460789293050766
negative,0.1012844666838646,0.6928682327270508,0.20584732294082642
negative,0.05757248401641846,0.838832676410675,0.1035948321223259
negative,0.13062573969364166,0.5725904703140259,0.2967838644981384
negative,0.17985472083091736,0.49468907713890076,0.3254562020301819
negative,0.09416653960943222,0.7968785166740417,0.10895496606826782
negative,0.20552584528923035,0.5666770935058594,0.22779706120491028
negative,0.4049372375011444,0.42408400774002075,0.17097872495651245
negative,0.18788592517375946,0.6875629425048828,0.12455114722251892
negative,0.13821883499622345,0.7643616795539856,0.09741944819688797
positive,0.44402220845222473,0.44019246101379395,0.11578530073165894
negative,0.2076312005519867,0.49563121795654297,0.29673758149147034
negative,0.24196608364582062,0.5677268505096436,0.19030709564685822
negative,0.10746791958808899,0.617179274559021,0.2753527760505676
positive,0.6322611570358276,0.22974993288516998,0.13798893988132477
negative,0.07158834487199783,0.8569310903549194,0.07148054242134094
positive,0.5560503005981445,0.2641666829586029,0.17978300154209137
positive,0.3993019759654999,0.3591032028198242,0.24159479141235352
negative,0.17258676886558533,0.6944839954376221,0.1329292207956314
positive,0.7135851383209229,0.142844095826149,0.14357073605060577
negative,0.2791076600551605,0.5404340624809265,0.18045830726623535
negative,0.1391790360212326,0.7819953560829163,0.07882563769817352
positive,0.5499662160873413,0.3067173659801483,0.14331640303134918
negative,0.40873491764068604,0.4325231909751892,0.15874193608760834
negative,0.03930923715233803,0.8826099038124084,0.07808082550764084
negative,0.02818135730922222,0.8966798782348633,0.07513872534036636
negative,0.12090443074703217,0.4994663894176483,0.37962910532951355
negative,0.21836043894290924,0.6514725685119629,0.1301669478416443
negative,0.08902925997972488,0.7050556540489197,0.2059151530265808
negative,0.05510753020644188,0.8498752117156982,0.09501730650663376
negative,0.0650993138551712,0.7251227498054504,0.20977790653705597
negative,0.14093294739723206,0.8041315078735352,0.054935578256845474
negative,0.13532064855098724,0.5692732334136963,0.2954061031341553
negative,0.34146276116371155,0.45498067140579224,0.20355649292469025
negative,0.08433344215154648,0.7539993524551392,0.16166724264621735
negative,0.11525122076272964,0.782085657119751,0.1026630848646164
negative,0.07993707060813904,0.7684383392333984,0.1516246199607849
negative,0.12396971881389618,0.6483230590820312,0.22770722210407257
negative,0.05168456956744194,0.6820724010467529,0.266243040561676
negative,0.11447630077600479,0.792900562286377,0.09262315183877945
negative,0.16583040356636047,0.7050429582595825,0.12912659347057343
negative,0.4121560752391815,0.5068171620368958,0.08102671802043915
negative,0.39784926176071167,0.44613322615623474,0.1560175120830536
positive,0.4376249313354492,0.42574891448020935,0.1366262137889862
positive,0.6777828335762024,0.25457653403282166,0.06764061003923416
positive,0.5483473539352417,0.31332409381866455,0.13832856714725494
negative,0.3104212284088135,0.487548828125,0.20202994346618652
negative,0.07870915532112122,0.7989212870597839,0.12236956506967545
negative,0.05551663413643837,0.8750304579734802,0.06945288181304932
negative,0.07519189268350601,0.8235923647880554,0.101215660572052
negative,0.08260238915681839,0.8498386144638062,0.06755904853343964
negative,0.04701819270849228,0.8782990574836731,0.07468274235725403
negative,0.145926833152771,0.7775577306747437,0.07651542872190475
negative,0.04449347406625748,0.927189290523529,0.02831720933318138
negative,0.10790184885263443,0.781700849533081,0.11039726436138153
positive,0.6510101556777954,0.26447537541389465,0.08451451361179352
negative,0.036807261407375336,0.8880249857902527,0.07516780495643616
negative,0.127970352768898,0.7516319751739502,0.12039764970541
negative,0.01222674548625946,0.969523012638092,0.018250245600938797
negative,0.15045318007469177,0.5920180678367615,0.25752872228622437
negative,0.23209066689014435,0.63065505027771,0.13725422322750092
negative,0.10370636731386185,0.5403547286987305,0.3559388816356659
negative,0.3139200806617737,0.5521014928817749,0.1339784562587738
negative,0.31343182921409607,0.5568926930427551,0.1296754628419876
negative,0.10067890584468842,0.810117244720459,0.08920382708311081
negative,0.09468387067317963,0.8622804284095764,0.04303568974137306
negative,0.16906596720218658,0.6949389576911926,0.13599514961242676
positive,0.9869347810745239,0.0016879341565072536,0.011377258226275444
negative,0.21867839992046356,0.5657204389572144,0.2156011164188385
negative,0.05321960896253586,0.8783766031265259,0.06840378046035767
negative,0.09390247613191605,0.7951959371566772,0.1109015941619873
negative,0.037351105362176895,0.7882590889930725,0.17438986897468567
negative,0.05615625157952309,0.7643817663192749,0.1794620007276535
negative,0.07831881940364838,0.8166260123252869,0.10505517572164536
negative,0.05216529965400696,0.8273685574531555,0.12046613544225693
positive,0.5281176567077637,0.32186323404312134,0.15001912415027618
negative,0.07624296844005585,0.8417279720306396,0.08202904462814331
negative,0.08676283806562424,0.6714019179344177,0.2418353110551834
negative,0.34096816182136536,0.5671730637550354,0.09185877442359924
negative,0.10266485810279846,0.7650222182273865,0.13231287896633148
negative,0.10163375735282898,0.7443549633026123,0.1540113091468811
positive,0.7994611263275146,0.11410971730947495,0.086429163813591
positive,0.539522647857666,0.33747586607933044,0.12300150096416473
positive,0.3547579348087311,0.33027470111846924,0.3149673342704773
negative,0.09943545609712601,0.7643619775772095,0.1362025886774063
negative,0.16434186697006226,0.5824453234672546,0.2532128393650055
negative,0.34179478883743286,0.41366150975227356,0.24454368650913239
positive,0.6048795580863953,0.3180656433105469,0.07705473154783249
negative,0.14395855367183685,0.5489124059677124,0.30712905526161194
negative,0.12712861597537994,0.7807338237762451,0.09213753789663315
negative,0.10005814582109451,0.8068640232086182,0.09307783097028732
negative,0.06925976276397705,0.8690045475959778,0.06173570826649666
negative,0.04411021247506142,0.8640881180763245,0.091801717877388
negative,0.04610801488161087,0.806246280670166,0.1476457118988037
negative,0.027485879138112068,0.892892599105835,0.07962153106927872
negative,0.0671449825167656,0.8211124539375305,0.1117425262928009
negative,0.06411126255989075,0.8579210638999939,0.07796765863895416
negative,0.12909714877605438,0.7670614123344421,0.10384146869182587
negative,0.08184321969747543,0.8465441465377808,0.07161268591880798
negative,0.07801780849695206,0.7826517224311829,0.13933047652244568
neutral,0.10519241541624069,0.4277470111846924,0.4670605957508087
negative,0.10237109661102295,0.778845489025116,0.11878340691328049
negative,0.06836602836847305,0.6877898573875427,0.24384406208992004
negative,0.03582238405942917,0.9185054898262024,0.04567205533385277
negative,0.11470824480056763,0.6858744621276855,0.19941729307174683
negative,0.18076905608177185,0.5683696269989014,0.2508613169193268
negative,0.053895141929388046,0.7972903251647949,0.14881451427936554
negative,0.09852205216884613,0.670347273349762,0.2311306893825531
negative,0.12133179605007172,0.6325893998146057,0.24607878923416138
negative,0.05165574327111244,0.8403471112251282,0.1079971119761467
negative,0.33556443452835083,0.5752430558204651,0.08919258415699005
negative,0.3323551118373871,0.45685842633247375,0.21078647673130035
positive,0.6045506596565247,0.28423139452934265,0.1112179234623909
negative,0.37103915214538574,0.523234486579895,0.10572639852762222
negative,0.03612954169511795,0.8962060809135437,0.06766443699598312
negative,0.09642075002193451,0.8436428308486938,0.05993642657995224
negative,0.057262618094682693,0.858856201171875,0.08388115465641022
negative,0.05227851867675781,0.7661729454994202,0.18154852092266083
negative,0.04327712580561638,0.8370006680488586,0.1197221651673317
negative,0.11646144092082977,0.774527907371521,0.10901069641113281
negative,0.10132047533988953,0.7631826996803284,0.13549679517745972
negative,0.09365366399288177,0.7569738030433655,0.14937256276607513
negative,0.05649326369166374,0.8680710196495056,0.07543572038412094
negative,0.08403083682060242,0.8032678365707397,0.11270133405923843
negative,0.12068403512239456,0.7941199541091919,0.08519601821899414
negative,0.12673139572143555,0.7001356482505798,0.1731329709291458
negative,0.15831223130226135,0.5572481751441956,0.2844395637512207
negative,0.09059673547744751,0.6577345728874207,0.25166869163513184
negative,0.06288617104291916,0.748165488243103,0.188948392868042
negative,0.0895313173532486,0.7706472873687744,0.13982145488262177
negative,0.1181132048368454,0.648589551448822,0.23329730331897736
negative,0.0890081524848938,0.6375726461410522,0.27341926097869873
negative,0.15291401743888855,0.7510673403739929,0.09601859748363495
negative,0.33404162526130676,0.5282095074653625,0.1377488672733307
positive,0.6137692332267761,0.3398705720901489,0.046360231935977936
positive,0.4786124527454376,0.4133695662021637,0.1080179512500763
negative,0.10397551953792572,0.7809891700744629,0.11503534764051437
negative,0.07792161405086517,0.8377089500427246,0.08436941355466843
negative,0.05724986642599106,0.8270116448402405,0.11573854833841324
negative,0.2952703535556793,0.5730594992637634,0.13167013227939606
negative,0.08091717213392258,0.7407122850418091,0.17837058007717133
negative,0.18316680192947388,0.7395492196083069,0.07728390395641327
negative,0.0932987779378891,0.7653034925460815,0.14139775931835175
neutral,0.13938944041728973,0.3853253722190857,0.47528520226478577
negative,0.1656321883201599,0.5975096821784973,0.23685812950134277
positive,0.9076749086380005,0.06478384137153625,0.027541283518075943
positive,0.8430171012878418,0.10023042559623718,0.05675235763192177
neutral,0.20025141537189484,0.38778623938560486,0.4119623601436615
negative,0.07813222706317902,0.8284748196601868,0.0933929979801178
negative,0.07068370282649994,0.6883310079574585,0.24098530411720276
negative,0.11201026290655136,0.7881878614425659,0.09980189800262451
negative,0.13006868958473206,0.672622799873352,0.1973085105419159
negative,0.08999575674533844,0.7365682721138,0.17343595623970032
negative,0.050939738750457764,0.8911504149436951,0.05790990591049194
negative,0.14278000593185425,0.7720665335655212,0.08515346795320511
positive,0.6227347254753113,0.14464840292930603,0.23261691629886627
negative,0.08954466134309769,0.6151273846626282,0.2953279912471771
negative,0.19289864599704742,0.5753629207611084,0.23173846304416656
negative,0.08393075317144394,0.8162003755569458,0.09986888617277145
negative,0.11162769794464111,0.7682113647460938,0.12016089260578156
negative,0.1183537021279335,0.6652816534042358,0.21636466681957245
negative,0.07012179493904114,0.8297243714332581,0.10015380382537842
negative,0.0999821349978447,0.8110923767089844,0.08892542123794556
negative,0.07143401354551315,0.846905529499054,0.08166047185659409
negative,0.16397571563720703,0.6926892399787903,0.1433349996805191
negative,0.379001647233963,0.389836847782135,0.23116153478622437
negative,0.060069162398576736,0.8699193596839905,0.07001142203807831
negative,0.14074547588825226,0.7918609976768494,0.06739357858896255
negative,0.11096173524856567,0.8072593212127686,0.08177890628576279
negative,0.2229578047990799,0.6290202736854553,0.1480219066143036
positive,0.5155681371688843,0.3925086557865143,0.09192325174808502
negative,0.25454291701316833,0.5541487336158752,0.1913083791732788
negative,0.18468724191188812,0.5246671438217163,0.290645569562912
negative,0.26495787501335144,0.5898431539535522,0.14519891142845154
negative,0.032640282064676285,0.8802149891853333,0.08714471012353897
negative,0.03117615357041359,0.9372646808624268,0.03155913203954697
negative,0.05053507164120674,0.8809280395507812,0.06853692978620529
negative,0.23627524077892303,0.5137047171592712,0.2500200569629669
negative,0.1988106071949005,0.6537215113639832,0.14746788144111633
negative,0.0795917958021164,0.8422452211380005,0.0781630352139473
negative,0.02920137532055378,0.9354339838027954,0.03536469116806984
negative,0.03014437109231949,0.8398705124855042,0.12998513877391815
negative,0.09961426258087158,0.7704377770423889,0.12994803488254547
negative,0.1249646320939064,0.722939670085907,0.15209567546844482
negative,0.11155098676681519,0.8044180274009705,0.08403103798627853
negative,0.21389377117156982,0.6463088393211365,0.13979732990264893
negative,0.18572884798049927,0.6336309313774109,0.18064019083976746
negative,0.027331674471497536,0.9486016631126404,0.024066593497991562
neutral,0.3192916810512543,0.33380720019340515,0.3469010889530182
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.3681388795375824,0.47037187218666077,0.16148923337459564
negative,0.09101751446723938,0.7963787913322449,0.11260369420051575
negative,0.0924905464053154,0.7814290523529053,0.12608037889003754
negative,0.16944055259227753,0.7196218371391296,0.11093761771917343
negative,0.37096861004829407,0.4469131529331207,0.1821182370185852
negative,0.09024585038423538,0.7529614567756653,0.1567927449941635
negative,0.2363235354423523,0.38779473304748535,0.37588173151016235
negative,0.1402466893196106,0.6222265958786011,0.23752671480178833
negative,0.02491064928472042,0.9390920400619507,0.03599727898836136
negative,0.05348290130496025,0.8587729930877686,0.08774412423372269
negative,0.0634203776717186,0.7617946267127991,0.1747850477695465
negative,0.2968432605266571,0.5553050637245178,0.14785170555114746
negative,0.08976848423480988,0.8196480870246887,0.09058338403701782
negative,0.27644041180610657,0.5868908166885376,0.13666869699954987
negative,0.27075037360191345,0.5168327689170837,0.21241681277751923
negative,0.14399582147598267,0.6843343377113342,0.1716698557138443
neutral,0.18680399656295776,0.36370012164115906,0.44949591159820557
positive,0.7330958843231201,0.19519662857055664,0.07170756161212921
negative,0.18277199566364288,0.5791975259780884,0.23803052306175232
negative,0.033779576420784,0.9315328598022461,0.03468761965632439
negative,0.14664429426193237,0.7905629873275757,0.06279269605875015
negative,0.07142683118581772,0.8381605744361877,0.09041254967451096
negative,0.4494675397872925,0.46445029973983765,0.0860821008682251
negative,0.19929125905036926,0.6795220971107483,0.12118663638830185
negative,0.0900556743144989,0.7909202575683594,0.11902408301830292
negative,0.22860680520534515,0.6381768584251404,0.13321635127067566
negative,0.3556631803512573,0.5591385364532471,0.08519824594259262
negative,0.030132144689559937,0.8924680352210999,0.07739978283643723
negative,0.08392991870641708,0.6802878975868225,0.2357822060585022
negative,0.04399145394563675,0.8209430575370789,0.1350654661655426
neutral,0.051680874079465866,0.3252395987510681,0.6230795383453369
negative,0.06760302931070328,0.8767247200012207,0.05567224696278572
positive,0.5765298008918762,0.22070342302322388,0.20276683568954468
negative,0.35860535502433777,0.45182859897613525,0.18956607580184937
negative,0.09120065718889236,0.8457700610160828,0.06302932649850845
negative,0.36693501472473145,0.4067504107952118,0.22631457448005676
positive,0.5514420866966248,0.3035114109516144,0.14504648745059967
negative,0.0761849656701088,0.7831835150718689,0.1406315565109253
neutral,0.1956576108932495,0.34643617272377014,0.45790618658065796
negative,0.07811901718378067,0.8051765561103821,0.11670439690351486
neutral,0.04718766361474991,0.388526976108551,0.564285397529602
negative,0.10833270102739334,0.7123106718063354,0.17935658991336823
negative,0.08170223981142044,0.86443030834198,0.053867485374212265
negative,0.07579203695058823,0.8430526256561279,0.08115529268980026
negative,0.3261986970901489,0.5414412021636963,0.13236013054847717
negative,0.3609556257724762,0.4723408818244934,0.16670343279838562
negative,0.13813842833042145,0.8167659044265747,0.045095667243003845
negative,0.12743186950683594,0.7955775856971741,0.0769905224442482
negative,0.08655854314565659,0.7131209969520569,0.20032039284706116
negative,0.17245398461818695,0.6687760949134827,0.1587699055671692
negative,0.1336745023727417,0.7921725511550903,0.07415296882390976
negative,0.10550238937139511,0.6905887126922607,0.20390890538692474
negative,0.07743237167596817,0.816490888595581,0.106076680123806
positive,0.7473526000976562,0.14038383960723877,0.11226347833871841
negative,0.37546539306640625,0.43012160062789917,0.19441302120685577
negative,0.08970709890127182,0.8036007285118103,0.10669216513633728
negative,0.08243542164564133,0.8699929714202881,0.04757159575819969
negative,0.44402366876602173,0.47296789288520813,0.08300834894180298
negative,0.24642790853977203,0.5358842611312866,0.21768783032894135
negative,0.12267625331878662,0.791143000125885,0.08618073910474777
negative,0.29027706384658813,0.5787026286125183,0.13102033734321594
negative,0.04727452993392944,0.8011279702186584,0.15159744024276733
negative,0.04903833195567131,0.9088746905326843,0.042086921632289886
negative,0.049127258360385895,0.8047903776168823,0.14608234167099
negative,0.1086999699473381,0.8346285820007324,0.056671444326639175
negative,0.04628732427954674,0.6301929354667664,0.3235197067260742
negative,0.19261303544044495,0.6496809720993042,0.15770597755908966
negative,0.2919257879257202,0.5144634246826172,0.1936108022928238
positive,0.6983337998390198,0.15451717376708984,0.1471490114927292
positive,0.43606704473495483,0.30816200375556946,0.2557709217071533
negative,0.29601383209228516,0.5007172226905823,0.20326894521713257
negative,0.2822053134441376,0.4067206382751465,0.3110741078853607
negative,0.2661243975162506,0.4724460244178772,0.2614295780658722
negative,0.07691846787929535,0.8131515383720398,0.10993002355098724
positive,0.673819899559021,0.281673789024353,0.044506315141916275
negative,0.03704244643449783,0.8857985734939575,0.07715903967618942
positive,0.7293086051940918,0.19009923934936523,0.08059213310480118
positive,0.5071855783462524,0.3801555335521698,0.11265890300273895
positive,0.9269625544548035,0.024536695331335068,0.04850083217024803
negative,0.024768296629190445,0.9272535443305969,0.04797809571027756
positive,0.5868231654167175,0.17633503675460815,0.2368418276309967
negative,0.34997448325157166,0.5444151759147644,0.10561031103134155
negative,0.12256969511508942,0.80958092212677,0.06784939020872116
